x,y,z
-4.707683,-7.209969,18.134819
-5.238233,-8.049448,17.931727
-5.834861,-8.995477,17.919327
-6.504018,-10.037033,18.132334
-7.247920,-11.150873,18.610123
-8.062605,-12.296174,19.393288
-8.935354,-13.409190,20.516895
-9.841757,-14.399909,21.999434
-10.743144,-15.153978,23.827604
-11.585643,-15.543997,25.939513
-12.302586,-15.452983,28.212630
-12.821763,-14.807889,30.465846
-13.077636,-13.612960,32.483503
-13.026069,-11.966301,34.060199
-12.656657,-10.046018,35.051492
-11.997395,-8.066971,35.407712
-11.109284,-6.226589,35.175194
-10.073001,-4.663756,34.467598
-8.972958,-3.444421,33.424869
-7.884046,-2.571451,32.178554
-6.863902,-2.006675,30.832753
-5.950753,-1.693349,29.459777
-5.165227,-1.572722,28.104675
-4.514164,-1.593480,26.792870
-3.994890,-1.715605,25.537389
-3.599069,-1.910764,24.344308
-3.315735,-2.161000,23.216332
-3.133479,-2.456812,22.154947
-3.041878,-2.795271,21.161663
-3.032355,-3.178406,20.238764
-3.098617,-3.611930,19.389853
-3.236817,-4.104288,18.620366
-3.445529,-4.665887,17.938172
-3.725604,-5.308417,17.354322
-4.079918,-6.044055,16.883978
-4.512992,-6.884354,16.547531
-5.030438,-7.838535,16.371827
-5.638105,-8.910844,16.391306
-6.340785,-10.096584,16.648644
-7.140287,-11.376531,17.194089
-8.032688,-12.709727,18.082247
-9.004689,-14.025507,19.364511
-10.029275,-15.217162,21.075280
-11.061523,-16.141867,23.211265
-12.036255,-16.633454,25.706630
-12.870105,-16.533659,28.412836
-13.470604,-15.740397,31.098019
-13.752870,-14.258031,33.479859
-13.660489,-12.222645,35.291469
-13.182892,-9.879523,36.356125
-12.361000,-7.515769,36.633214
-11.277876,-5.380464,36.211832
-10.038574,-3.630998,35.261143
-8.747941,-2.322706,33.969069
-7.493969,-1.431885,32.497429
-6.339757,-0.890748,30.962972
-5.323006,-0.617681,29.438456
-4.460082,-0.536399,27.963157
-3.751811,-0.584844,26.554793
-3.189149,-0.717275,25.219018
-2.757831,-0.902827,23.955677
-2.441758,-1.122758,22.762408
-2.225262,-1.367553,21.636475
-2.094453,-1.634446,20.575605
-2.037936,-1.925498,19.578345
-2.047096,-2.246241,18.644240
-2.116137,-2.604793,17.774014
-2.241982,-3.011321,16.969819
-2.424122,-3.477772,16.235635
-2.664465,-4.017723,15.577842
-2.967174,-4.646255,15.006040
-3.338514,-5.379686,14.534144
-3.786645,-6.234964,14.181834
-4.321288,-7.228426,13.976356
-4.953135,-8.373497,13.954611
-5.692809,-9.676740,14.165240
-6.549078,-11.131551,14.669993
-7.525985,-12.708853,15.542951
-8.618511,-14.344751,16.865114
-9.806619,-15.926873,18.710778
-11.048147,-17.284562,21.122012
-12.272334,-18.193055,24.070604
-13.377651,-18.405139,27.415678
-14.239114,-17.718440,30.879277
-14.729001,-16.065209,34.071468
-14.748907,-13.580557,36.582147
-14.261873,-10.594507,38.111637
-13.308351,-7.532254,38.569007
-11.996295,-4.774135,38.077812
-10.470351,-2.555257,36.894652
-8.875863,-0.945826,35.301455
-7.332238,0.106214,33.529427
-5.921225,0.713795,31.732249
-4.687584,1.001887,29.994152
-3.646461,1.080296,28.351316
-2.792632,1.033854,26.812445
-2.108813,0.922512,25.373268
-1.571992,0.785612,24.024964
-1.157721,0.647063,22.758252
-0.842719,0.520011,21.564981
-0.606254,0.410522,20.438464
-0.430696,0.320304,19.373313
-0.301557,0.248589,18.365130
-0.207244,0.193384,17.410234
-0.138676,0.152253,16.505440
-0.088865,0.122773,15.647911
-0.052507,0.102783,14.835068
-0.025617,0.090489,14.064521
-0.005222,0.084491,13.334039
0.010897,0.083774,12.641527
0.024405,0.087672,11.985006
0.036573,0.095836,11.362607
0.048409,0.108204,10.772562
0.060749,0.124980,10.213202
0.074340,0.146626,9.682947
0.089903,0.173873,9.180309
0.108187,0.207740,8.703887
0.130018,0.249575,8.252371
0.156354,0.301107,7.824542
0.188333,0.364527,7.419281
0.227337,0.442590,7.035584
0.275057,0.538742,6.672580
0.333580,0.657286,6.329570
0.405493,0.803594,6.006085
0.494006,0.984358,5.701968
0.603109,1.207923,5.417519
0.737766,1.484673,5.153701
0.904153,1.827518,4.912466
1.109947,2.252468,4.697266
1.364677,2.779289,4.513819
1.680136,3.432226,4.371299
2.070847,4.240682,4.284142
2.554555,5.239678,4.274760
3.152654,6.469657,4.377574
3.890389,7.974839,4.644802
4.796469,9.798615,5.154386
5.901449,11.973379,6.019838
7.233736,14.500756,7.400108
8.811418,17.317044,9.503571
10.627625,20.240581,12.572649
12.627727,22.908561,16.825384
14.680727,24.739206,22.327419
16.557309,24.998330,28.799684
17.941181,23.058415,35.463649
18.502285,18.812082,41.135892
18.024375,12.944584,44.699743
16.515470,6.712553,45.694515
14.214022,1.312245,44.506193
11.483104,-2.628137,42.010367
8.674404,-5.089658,39.059377
6.042709,-6.395809,36.204958
3.728020,-6.942878,33.692512
1.778241,-7.059796,31.571642
0.182373,-6.974679,29.802385
-1.101543,-6.829779,28.320033
-2.127645,-6.707273,27.064830
-2.951300,-6.651210,25.991513
-3.623494,-6.682740,25.069800
-4.188449,-6.809743,24.281823
-4.683028,-7.032574,23.619143
-5.137037,-7.347245,23.080286
-5.573876,-7.746954,22.668922
-6.011248,-8.222488,22.392517
-6.461724,-8.761850,22.261217
-6.933094,-9.349375,22.286662
-7.428464,-9.964563,22.480474
-7.946116,-10.580939,22.852179
-8.479220,-11.165340,23.406403
-9.015560,-11.678171,24.139395
-9.537481,-12.075244,25.035199
-10.022381,-12.311697,26.062263
-10.444025,-12.348085,27.171683
-10.774879,-12.157935,28.298476
-10.989410,-11.735076,29.366861
-11.067894,-11.098357,30.299425
-10.999981,-10.291533,31.028430
-10.787042,-9.377454,31.506204
-10.442592,-8.427816,31.711498
-9.990597,-7.511478,31.649994
-9.462102,-6.684756,31.349422
-8.891097,-5.985999,30.851484
-8.310592,-5.434879,30.203389
-7.749638,-5.035264,29.451099
-7.231607,-4.779890,28.635218
-6.773657,-4.655214,27.789343
-6.387121,-4.645451,26.940198
-6.078435,-4.735383,26.108737
-5.850300,-4.911992,25.311598
-5.702830,-5.165133,24.562544
-5.634556,-5.487532,23.873716
-5.643188,-5.874340,23.256636
-5.726147,-6.322405,22.723008
-5.880837,-6.829340,22.285305
-6.104687,-7.392434,21.957168
-6.394971,-8.007384,21.753558
-6.748418,-8.666863,21.690597
-7.160614,-9.358926,21.784942
-7.625217,-10.065376,22.052497
-8.133035,-10.760304,22.506289
-8.671048,-11.409237,23.153346
-9.221559,-11.969506,23.990665
-9.761744,-12.392574,25.000705
-10.263931,-12.628940,26.147407
-10.696980,-12.635705,27.374295
-11.028960,-12.385805,28.606406
-11.231010,-11.876700,29.757222
-11.281774,-11.135420,30.740228
-11.171394,-10.217320,31.482600
-10.903884,-9.197866,31.937018
-10.497082,-8.159542,32.087814
-9.980094,-7.178001,31.949776
-9.388960,-6.311599,31.560812
-8.761730,-5.596628,30.971692
-8.134096,-5.048116,30.236279
-7.536353,-4.664344,29.404480
-6.991893,-4.432791,28.518536
-6.517030,-4.335715,27.612081
-6.121767,-4.354426,26.710970
-5.811039,-4.472030,25.834921
-5.586113,-4.674833,24.999311
-5.445883,-4.952757,24.216813
-5.387937,-5.299110,23.498725
-5.409361,-5.709959,22.856033
-5.507246,-6.183268,22.300221
-5.678940,-6.717868,21.843898
-5.922049,-7.312275,21.501240
-6.234211,-7.963324,21.288204
-6.612634,-8.664587,21.222427
-7.053426,-9.404574,21.322636
-7.550690,-10.164811,21.607336
-8.095449,-10.918015,22.092512
-8.674479,-11.626858,22.788137
-9.269236,-12.244047,23.693479
-9.855193,-12.714655,24.791655
-10.402001,-12.981580,26.044575
-10.874927,-12.994360,27.390169
-11.237881,-12.720317,28.744153
-11.457923,-12.155301,30.008001
-11.510562,-11.330107,31.082780
-11.384560,-10.309075,31.885785
-11.084776,-9.179952,32.364821
-10.632038,-8.037752,32.505269
-10.059959,-6.967980,32.327932
-9.409658,-6.034463,31.879456
-8.723903,-5.274478,31.219607
-8.042090,-4.700635,30.409719
-7.396913,-4.306956,29.504854
-6.812893,-4.076207,28.550136
-6.306452,-3.986425,27.580308
-5.887000,-4.015647,26.621174
-5.558493,-4.144764,25.691766
-5.321087,-4.358831,24.806510
-5.172617,-4.647322,23.977083
-5.109786,-5.003722,23.213881
-5.129031,-5.424771,22.527133
-5.227077,-5.909500,21.927779
-5.401196,-6.458148,21.428150
-5.649215,-7.070942,21.042496
-5.969288,-7.746692,20.787337
-6.359427,-8.481125,20.681534
-6.816789,-9.264932,20.745904
-7.336713,-10.081535,21.002123
-7.911516,-10.904788,21.470569
-8.529113,-11.697034,22.166774
-9.171629,-12.408341,23.096296
-9.814326,-12.978031,24.248292
-10.425312,-13.339753,25.588837
-10.966623,-13.430874,27.056096
-11.397181,-13.205532,28.560247
-11.677725,-12.648567,29.990780
-11.777077,-11.785490,31.231760
-11.678310,-10.683471,32.182023
-11.382908,-9.441039,32.774052
-10.911419,-8.169024,32.984695
-10.300221,-6.969377,32.834209
-9.595414,-5.919042,32.375214
-8.845727,-5.062998,31.676956
-8.096317,-4.416131,30.810711
-7.384597,-3.970683,29.839882
-6.738393,-3.705385,28.815480
-6.176018,-3.593526,27.775746
-5.707583,-3.608712,26.748097
-5.336891,-3.728236,25.751895
-5.063414,-3.934565,24.801124
-4.884047,-4.215554,23.906598
-4.794518,-4.563944,23.077644
-4.790402,-4.976487,22.323354
-4.867782,-5.452912,21.653532
-5.023597,-5.994822,21.079466
-5.255711,-6.604496,20.614561
-5.562749,-7.283540,20.274871
-5.943690,-8.031282,20.079437
-6.397211,-8.842809,20.050310
-6.920758,-9.706580,20.211975
-7.509312,-10.601675,20.589827
-8.153868,-11.494984,21.207209
-8.839730,-12.338991,22.080585
-9.544843,-13.071334,23.212668
-10.238655,-13.617756,24.584064
-10.882156,-13.900032,26.145189
-11.429885,-13.849522,27.811683
-11.834439,-13.424599,29.467311
-12.053329,-12.627094,30.977217
-12.056926,-11.510723,32.210549
-11.835265,-10.175780,33.066289
-11.401290,-8.749834,33.492870
-10.789176,-7.360952,33.493996
-10.048192,-6.113496,33.119495
-9.234202,-5.074350,32.446726
-8.401363,-4.271511,31.560752
-7.596015,-3.701750,30.539528
-6.853479,-3.342033,29.446259
-6.197517,-3.160360,28.327840
-5.641596,-3.123812,27.216947
-5.191093,-3.203406,26.135537
-4.845717,-3.376337,25.098351
-4.601719,-3.626474,24.115792
-4.453699,-3.943848,23.196054
-4.395928,-4.323688,22.346642
-4.423252,-4.765290,21.575474
-4.531613,-5.270874,20.891728
-4.718276,-5.844440,20.306572
-4.981800,-6.490576,19.833845
-5.321788,-7.213079,19.490667
-5.738398,-8.013274,19.297933
-6.231604,-8.887849,19.280493
-6.800137,-9.826100,19.466723
-7.440068,-10.806606,19.887022
-8.143008,-11.793609,20.570590
-8.894008,-12.733881,21.539847
-9.669424,-13.555529,22.802111
-10.435302,-14.170884,24.339004
-11.147146,-14.485794,26.095727
-11.752126,-14.416491,27.974414
-12.194525,-13.912030,29.837118
-12.424312,-12.975747,31.522624
-12.407186,-11.675988,32.875884
-12.133070,-10.138188,33.781382
-11.619814,-8.518409,34.187223
-10.910413,-6.968160,34.109944
-10.064662,-5.604592,33.619746
-9.148262,-4.495901,32.814938
-8.222812,-3.662955,31.797065
-7.339009,-3.091391,30.654166
-6.533659,-2.746775,29.453744
-5.829824,-2.587634,28.242971
-5.238937,-2.574267,27.052586
-4.763720,-2.673460,25.901734
-4.401141,-2.860211,24.802241
-4.144957,-3.117637,23.761831
-3.987679,-3.435986,22.786343
-3.921978,-3.811330,21.881206
-3.941579,-4.244256,21.052464
-4.041782,-4.738659,20.307558
-4.219665,-5.300648,19.656034
-4.474070,-5.937472,19.110262
-4.805376,-6.656338,18.686185
-5.215086,-7.462938,18.404075
-5.705166,-8.359470,18.289172
-6.277096,-9.341944,18.371932
-6.930509,-10.396611,18.687455
-7.661355,-11.495541,19.273388
-8.459549,-12.591822,20.165374
-9.306222,-13.615583,21.389102
-10.171005,-14.473150,22.948487
-11.010190,-15.052582,24.811053
-11.767104,-15.238867,26.894267
-12.376160,-14.939518,29.059757
-12.771463,-14.115683,31.123480
-12.899125,-12.806987,32.885834
-12.730097,-11.135760,34.175641
-12.268844,-9.283297,34.891271
-11.553974,-7.445520,35.020265
-10.650296,-5.787272,34.629610
-9.635414,-4.413765,33.834654
-8.585825,-3.365859,32.763382
-7.566511,-2.633384,31.529851
-6.625653,-2.175530,30.221610
-5.793938,-1.939505,28.898550
-5.086856,-1.873451,27.597926
-4.508364,-1.933411,26.341099
-4.054695,-2.085898,25.139548
-3.717683,-2.307824,23.999281
-3.487333,-2.585186,22.923739
-3.353639,-2.911353,21.915573
-3.307766,-3.285416,20.977734
-3.342740,-3.710775,20.114202
-3.453778,-4.194004,19.330585
-3.638381,-4.743927,18.634738
-3.896248,-5.370781,18.037466
-4.229051,-6.085320,17.553381
-4.640068,-6.897653,17.201889
-5.133629,-7.815560,17.008238
-5.714283,-8.841994,17.004447
-6.385561,-9.971446,17.229712
-7.148182,-11.184939,17.729602
-7.997543,-12.443721,18.552925
-8.920460,-13.682471,19.744798
-9.891372,-14.804104,21.334412
-10.868736,-15.680144,23.317057
-11.793088,-16.162023,25.632871
-12.588916,-16.107878,28.149688
-13.172473,-15.423580,30.662138
-13.466094,-14.105965,32.918500
-13.416259,-12.266403,34.675612
-13.009168,-10.115308,35.763233
-12.276854,-7.907801,36.127259
-11.290501,-5.875060,35.830279
-10.143823,-4.173705,35.013492
-8.933505,-2.870647,33.844313
-7.743500,-1.958447,32.474344
-6.636495,-1.384288,31.018495
-5.652210,-1.077486,29.552472
-4.810235,-0.968413,28.120236
-4.114914,-0.998344,26.744116
-3.560473,-1.122733,25.433569
-3.135416,-1.310761,24.191342
-2.825872,-1.543251,23.017248
-2.617901,-1.810183,21.910252
-2.498951,-2.108426,20.869539
-2.458678,-2.439916,19.895073
-2.489327,-2.810312,18.987933
-2.585850,-3.228063,18.150642
-2.745856,-3.703797,17.387571
-2.969483,-4.249897,16.705503
-3.259226,-4.880132,16.114395
-3.619719,-5.609188,15.628392
-4.057443,-6.451877,15.267126
-4.580299,-7.421732,15.057265
-5.196912,-8.528623,15.034202
-5.915497,-9.774873,15.243552
-6.742050,-11.149349,15.741713
-7.677563,-12.619138,16.594162
-8.714036,-14.119150,17.869311
-9.829258,-15.541581,19.625109
-10.980969,-16.730111,21.885983
-12.102115,-17.487286,24.610873
-13.100339,-17.605037,27.660645
-13.865684,-16.922346,30.783449
-14.289024,-15.396672,33.641406
-14.288715,-13.153843,35.888178
-13.836165,-10.476738,37.272775
-12.967939,-7.724297,37.715609
-11.777346,-5.220742,37.313091
-10.389482,-3.174530,36.275027
-8.931739,-1.658733,34.839508
-7.511163,-0.641342,33.209437
-6.203559,-0.033472,31.526590
-5.052894,0.269592,29.874440
-4.076767,0.363587,28.293734
-3.273973,0.324788,26.799110
-2.631685,0.208462,25.391659
-2.131153,0.051553,24.066720
-1.751730,-0.123306,22.818028
-1.473441,-0.303907,21.639558
-1.278439,-0.485269,20.526168
-1.151689,-0.667222,19.473670
-1.081166,-0.852729,18.478727
-1.057765,-1.046787,17.538718
-1.075075,-1.255790,16.651661
-1.129111,-1.487219,15.816201
-1.218062,-1.749577,15.031679
-1.342088,-2.052494,14.298297
-1.503189,-2.406937,13.617375
-1.705138,-2.825511,12.991754
-1.953486,-3.322769,12.426379
-2.255623,-3.915510,11.929142
-2.620871,-4.622952,11.512063
-3.060565,-5.466627,11.192944
-3.588064,-6.469745,10.997616
-4.218551,-7.655556,10.962863
-4.968428,-9.043997,11.139991
-5.853975,-10.645550,11.598617
-6.888763,-12.450897,12.429473
-8.079151,-14.414973,13.743528
-9.417156,-16.435263,15.662429
-10.870375,-18.328020,18.292826
-12.370076,-19.814182,21.677294
-13.801520,-20.537813,25.723157
-15.004652,-20.144149,30.133802
-15.795119,-18.421628,34.398185
-16.009365,-15.451857,37.897677
-15.560692,-11.655904,40.121232
-14.477056,-7.662746,40.869590
-12.895622,-4.065410,40.303986
-11.016526,-1.227473,38.816560
-9.043684,0.758657,36.837519
-7.141189,1.993014,34.702225
-5.415958,2.659032,32.613383
-3.921009,2.944420,30.664650
-2.668517,3.003644,28.881931
-1.644376,2.949243,27.257899
-0.820215,2.856834,25.773499
-0.161847,2.774149,24.408776
0.365451,2.729738,23.147128
0.794046,2.739897,21.976262
1.152656,2.813751,20.887830
1.466061,2.956792,19.876753
1.755401,3.173257,18.940670
2.038757,3.467665,18.079657
2.331857,3.845767,17.296241
2.648779,4.315054,16.595719
3.002585,4.884916,15.986757
3.405836,5.566430,15.482316
3.870933,6.371699,15.100883
4.410223,7.312531,14.868013
5.035755,8.398109,14.818075
5.758528,9.631194,14.995885
6.587005,11.002289,15.457579
7.524612,12.481311,16.269414
8.565946,14.006911,17.502382
9.691625,15.475115,19.219704
10.862285,16.731820,21.454418
12.013290,17.577551,24.176996
13.053271,17.795170,27.260209
13.870671,17.206541,30.459391
14.351418,15.747305,33.433164
14.406045,13.524943,35.818382
13.997298,10.816515,37.338485
13.155096,7.990967,37.889968
11.970227,5.392999,37.556429
10.569642,3.252199,36.548340
9.085518,1.656004,35.113417
7.630602,0.578119,33.466592
6.285752,-0.071103,31.759552
5.098583,-0.400388,30.082065
4.088855,-0.510262,28.477999
3.256300,-0.481273,26.963022
2.588166,-0.372023,25.538158
2.065251,-0.221872,24.198233
1.666170,-0.055143,22.936363
1.370089,0.114770,21.745957
1.158271,0.282000,20.621382
1.014812,0.445648,19.558029
0.926845,0.607979,18.552165
0.884447,0.773238,17.600764
0.880388,0.946940,16.701377
0.909840,1.135508,15.852071
0.970086,1.346156,15.051437
1.060288,1.586951,14.298660
1.181316,1.867001,13.593673
1.335653,2.196729,12.937391
1.527368,2.588200,12.332073
1.762162,3.055491,11.781855
2.047474,3.615047,11.293511
2.392616,4.285953,10.877551
2.808930,5.090010,10.549770
3.309883,6.051372,10.333395
3.911017,7.195359,10.261975
4.629560,8.545770,10.383051
5.483407,10.119685,10.762411
6.488991,11.918256,11.488031
7.657363,13.911785,12.671497
8.987637,16.017984,14.442413
10.457148,18.075250,16.928254
12.008718,19.820127,20.210411
13.538118,20.890355,24.252251
14.889256,20.885330,28.815391
15.868460,19.503747,33.416509
16.286064,16.721231,37.399346
16.017662,12.892883,40.147343
15.055918,8.665153,41.336003
13.519581,4.720167,41.047403
11.612210,1.526090,39.668955
9.556781,-0.754009,37.678151
7.541392,-2.195920,35.469470
5.693723,-2.990827,33.290545
4.080938,-3.347002,31.259753
2.722900,-3.439927,29.412344
1.608371,-3.398698,27.741824
0.708807,-3.310398,26.226523
-0.011794,-3.230130,24.843206
-0.590693,-3.190937,23.572527
-1.062961,-3.211754,22.400346
-1.459892,-3.303202,21.317342
-1.808579,-3.471589,20.318230
-2.132159,-3.721565,19.401095
-2.450403,-4.057803,18.567054
-2.780424,-4.485971,17.820266
-3.137392,-5.013154,17.168293
-3.535146,-5.647806,16.622764
-3.986635,-6.399196,16.200357
-4.504130,-7.276211,15.924019
-5.099100,-8.285275,15.824330
-5.781616,-9.427013,15.940709
-6.559117,-10.691279,16.321903
-7.434318,-12.050220,17.024688
-8.402060,-13.449603,18.109126
-9.445095,-14.799788,19.628162
-10.529223,-15.969879,21.609509
-11.599026,-16.791388,24.029894
-12.576564,-17.079406,26.786938
-13.366235,-16.676084,29.681909
-13.868315,-15.509591,32.432017
-14.000382,-13.644277,34.724367
-13.720464,-11.288859,36.300245
-13.041946,-8.745723,37.031384
-12.032389,-6.321459,36.946566
-10.796355,-4.245030,36.197280
-9.450357,-2.630379,34.989211
-8.100246,-1.486914,33.518706
-6.827424,-0.756195,31.937150
-5.684703,-0.350650,30.343418
-4.698991,-0.181225,28.792860
-3.877264,-0.171960,27.311287
-3.213123,-0.264879,25.907338
-2.692483,-0.419453,24.581088
-2.297883,-0.609737,23.329146
-2.011423,-0.820998,22.147292
-1.816584,-1.046673,21.031640
-1.699222,-1.285942,19.979072
-1.648002,-1.541973,18.987342
-1.654497,-1.820731,18.055110
-1.713090,-2.130262,17.182010
-1.820804,-2.480312,16.368800
-1.977116,-2.882202,15.617645
-2.183801,-3.348854,14.932557
-2.444807,-3.894869,14.320031
-2.766178,-4.536581,13.789950
-3.155976,-5.291914,13.356827
-3.624164,-6.179864,13.041448
-4.182353,-7.219271,12.872990
-4.843271,-8.426386,12.891542
-5.619721,-9.810546,13.150762
-6.522698,-11.367041,13.719903
-7.558212,-13.066262,14.683529
-8.722343,-14.838886,16.135934
-9.994255,-16.558889,18.165680
-11.327627,-18.030631,20.825286
-12.642643,-18.992836,24.084675
-13.823137,-19.157221,27.778521
-14.725534,-18.292694,31.576593
-15.204604,-16.337079,35.018663
-15.152902,-13.476647,37.634432
-14.538632,-10.123146,39.106131
-13.421282,-6.777109,39.377477
-11.934716,-3.855404,38.638752
-10.247127,-1.585194,37.211161
-8.518851,-0.001965,35.416588
-6.874563,0.985631,33.499050
-5.393911,1.521023,31.607319
-4.115536,1.747638,29.813665
-3.047188,1.784038,28.142089
-2.176617,1.717790,26.591733
-1.480610,1.608599,25.151800
-0.931463,1.494533,23.809406
-0.501123,1.398282,22.552931
-0.163529,1.332359,21.372987
0.104286,1.303033,20.262345
0.321906,1.313133,19.215530
0.505711,1.363982,18.228408
0.669318,1.456692,17.297876
0.824125,1.593013,16.421687
0.979888,1.775896,15.598399
1.145272,2.009893,14.827430
1.328373,2.301452,14.109232
1.537184,2.659183,13.445593
1.780032,3.094098,12.840099
2.065975,3.619829,12.298810
2.405157,4.252774,11.831237
2.809113,5.012073,11.451711
3.290989,5.919210,11.181271
3.865584,6.996922,11.050186
4.549080,8.266835,11.101160
5.358211,9.744972,11.393031
6.308476,11.433908,12.004259
7.410816,13.310095,13.034436
8.666065,15.305364,14.600183
10.056559,17.283751,16.819366
11.535092,19.020402,19.775777
13.013460,20.199069,23.459586
14.356404,20.454358,27.693443
15.390355,19.479678,32.082751
15.935328,17.181858,36.052770
15.857109,13.797094,39.009890
15.118408,9.859806,40.568216
13.798789,6.006769,40.695247
12.069118,2.739293,39.674376
10.136184,0.294797,37.931752
8.188472,-1.332121,35.861889
6.364418,-2.288586,33.739056
4.745441,-2.764818,31.712273
3.364655,-2.934690,29.840478
2.221160,-2.933067,28.131950
1.293602,-2.854601,26.572802
0.550544,-2.761160,25.143142
-0.042612,-2.690900,23.824501
-0.519523,-2.666160,22.602317
-0.910803,-2.699506,21.466164
-1.243227,-2.798059,20.409188
-1.539739,-2.966461,19.427460
-1.819895,-3.208849,18.519543
-2.100509,-3.530115,17.686328
-2.396371,-3.936658,16.931171
-2.720919,-4.436757,16.260314
-3.086840,-5.040616,15.683602
-3.506528,-5.760034,15.215511
-3.992359,-6.607588,14.876512
-4.556704,-7.595058,14.694720
-5.211550,-8.730729,14.707710
-5.967557,-10.015024,14.964103
-6.832296,-11.433896,15.524085
-7.807357,-12.949595,16.457347
-8.884087,-14.489235,17.835973
-10.037989,-15.933527,19.719139
-11.222522,-17.111395,22.127107
-12.364339,-17.810154,25.005950
-13.363582,-17.812079,28.193350
-14.103561,-16.960121,31.407263
-14.472110,-15.234663,34.282728
-14.390821,-12.799683,36.463027
-13.841018,-9.977181,37.711465
-12.873193,-7.149301,37.982246
-11.594052,-4.639760,37.409501
-10.137704,-2.638186,36.229929
-8.634746,-1.192642,34.692248
-7.190563,-0.249919,32.997141
-5.876474,0.292189,31.277937
-4.731070,0.544426,29.608758
-3.766952,0.603680,28.022743
-2.978879,0.544864,26.529290
-2.351068,0.420989,25.126252
-1.862768,0.266756,23.807115
-1.492064,0.102983,22.564583
-1.218220,-0.059378,21.392052
-1.022937,-0.216027,20.283997
-0.890888,-0.366962,19.235915
-0.809793,-0.514852,18.244136
-0.770248,-0.663987,17.305634
-0.765429,-0.819668,16.417900
-0.790784,-0.987910,15.578873
-0.843732,-1.175367,14.786941
-0.923434,-1.389414,14.040988
-1.030620,-1.638334,13.340508
-1.167496,-1.931597,12.685798
-1.337722,-2.280190,12.078242
-1.546457,-2.696991,11.520736
-1.800467,-3.197162,11.018307
-2.108283,-3.798513,10.579013
-2.480388,-4.521754,10.215223
-2.929391,-5.390480,9.945441
-3.470125,-6.430587,9.796819
-4.119526,-7.668639,9.808510
-4.896081,-9.128333,10.035869
-5.818461,-10.823802,10.555107
-6.902750,-12.747990,11.467093
-8.157466,-14.854252,12.897215
-9.575441,-17.030606,14.985292
-11.122070,-19.070671,17.856238
-12.721125,-20.655511,21.561823
-14.243029,-21.375139,25.994455
-15.505731,-20.824518,30.804037
-16.300678,-18.778684,35.389895
-16.447980,-15.371154,39.041781
-15.862756,-11.130969,41.208600
-14.595168,-6.797070,41.731237
-12.815909,-3.017295,40.864870
-10.755922,-0.141745,39.093247
-8.637696,1.789475,36.898537
-6.630382,2.931135,34.626865
-4.836536,3.504758,32.468084
-3.300482,3.717615,30.496396
-2.025036,3.730854,28.720787
-0.987931,3.656943,27.122210
-0.154417,3.568808,25.674642
0.514365,3.511086,24.354576
1.056446,3.509777,23.144095
1.506517,3.579470,22.031028
1.894965,3.728406,21.008154
2.247846,3.961854,20.072350
2.587344,4.284270,19.224040
2.932457,4.700555,18.467029
3.299723,5.216642,17.808705
3.703856,5.839513,17.260586
4.158230,6.576646,16.839159
4.675107,7.434786,16.566931
5.265521,8.417845,16.473550
5.938704,9.523609,16.596685
6.700876,10.738961,16.982070
7.553237,12.033453,17.681719
8.489025,13.351593,18.748777
9.489694,14.605367,20.227166
10.520705,15.670409,22.134554
11.528152,16.391428,24.439357
12.438375,16.603402,27.037231
13.163255,16.171399,29.738957
13.613025,15.041522,32.285059
13.715427,13.281477,34.395472
13.435596,11.083817,35.842558
12.788275,8.719953,36.514815
11.836103,6.463228,36.437873
10.674382,4.519356,35.744739
9.409231,2.994064,34.617565
8.137729,1.900926,33.232979
6.935543,1.192000,31.730250
5.852847,0.791242,30.203205
4.916332,0.619234,28.706812
4.134286,0.606911,27.268795
3.502398,0.700732,25.900407
3.008917,0.862811,24.604245
2.638656,1.068721,23.379064
2.375791,1.304644,22.222420
2.205639,1.564687,21.131952
2.115680,1.848701,20.105963
2.096041,2.160656,19.143680
2.139654,2.507535,18.245440
2.242224,2.898633,17.412921
2.402101,3.345152,16.649482
2.620128,3.859990,15.960672
2.899477,4.457583,15.354955
3.245492,5.153677,14.844692
3.665489,5.964834,14.447456
4.168461,6.907424,14.187678
4.764583,7.995715,14.098617
5.464325,9.238554,14.224416
6.276952,10.633968,14.621722
7.208062,12.161021,15.359707
8.255810,13.768655,16.516432
9.405573,15.362502,18.168374
10.623271,16.793506,20.369439
11.848614,17.856563,23.117474
12.991236,18.311659,26.312944
13.934395,17.938295,29.726769
14.550827,16.618678,33.006358
14.731121,14.416493,35.744117
14.416547,11.597747,37.597718
13.621323,8.561193,38.403909
12.431572,5.707308,38.217201
10.980853,3.320795,37.254887
9.415036,1.524129,35.794019
7.862161,0.302224,34.083102
6.415928,-0.440100,32.299842
5.132644,-0.824529,30.549298
4.036686,-0.965389,28.881909
3.129247,-0.954780,27.314596
2.396959,-0.859861,25.847110
1.818819,-0.725928,24.472208
1.371081,-0.581319,23.180978
1.030377,-0.442205,21.965135
0.775461,-0.316545,20.817716
0.588029,-0.207060,19.733070
0.452917,-0.113347,18.706598
0.357963,-0.033299,17.734475
0.293676,0.035997,16.813424
0.252844,0.097730,15.940555
0.230146,0.155090,15.113256
0.221792,0.211156,14.329135
0.225227,0.268895,13.585978
0.238890,0.331225,12.881728
0.262037,0.401118,12.214483
0.294611,0.481730,11.582499
0.337167,0.576554,10.984199
0.390838,0.689590,10.418203
